step,energy,avg_error,long_links,self_aware,total_activity,total_weights,generation,perception_conflict
96,11180.25970517597,0.0,12,0,411,5711.891982790126,1,0.0
97,11290.684781637357,0.0,12,0,411,5754.92353861248,1,0.0
98,11401.066869307899,0.0,12,0,411,5797.912329458712,1,0.0
99,11512.010712800724,0.00234375,12,0,421,5840.844007175013,1,1.0
100,11630.086732483875,0.00234375,12,0,422,5883.980316849629,1,0.0
101,11748.11943385846,0.00234375,12,0,422,5927.298625415438,1,0.0
102,11866.10871473497,0.00234375,12,0,422,5970.719123489944,1,0.0
103,11984.054367894703,0.00234375,12,0,422,6014.34684026602,1,0.0
104,12101.956184176071,0.00234375,12,0,422,6058.183718631423,1,0.0
105,12219.814001615512,0.00234375,12,0,422,6102.182560559855,1,0.0
106,12337.627650334307,0.00234375,12,0,422,6146.351281205986,1,0.0
107,12455.396972684086,0.00234375,12,0,422,6190.677650220638,1,0.0
108,12573.12185747348,0.00234375,12,0,422,6235.115210606609,1,0.0
109,12690.642168462897,0.00234375,14,0,425,6279.689010582197,1,0.0
110,12808.117767601245,0.00234375,14,0,425,6324.400861651467,1,0.0
111,12925.548593421223,0.00234375,14,0,425,6369.174180021431,1,0.0
112,13042.934565447926,0.00234375,14,0,425,6414.027973296469,1,0.0
113,13160.275607975374,0.00234375,14,0,425,6458.957472550415,1,0.0
114,13277.571676765674,0.00234375,14,0,425,6503.931209700408,1,0.0
115,13394.822723900541,0.00234375,14,0,425,6548.9528651331975,1,0.0
116,13512.02874273366,0.00234375,14,0,425,6593.981166879493,1,0.0
117,13629.189684816767,0.00234375,14,0,425,6639.057916894438,1,0.0
118,13746.305514104926,0.00234375,14,0,425,6684.170711841681,1,0.0
119,13863.376253609185,0.00234375,14,0,425,6729.260495740763,1,0.0
120,13980.40186347344,0.00234375,14,0,425,6774.390135745379,1,0.0
121,14097.38230861011,0.00234375,14,0,425,6819.554863331193,1,0.0
122,14214.317581841646,0.00234375,14,0,425,6864.726768464113,1,0.0
123,14331.207700598137,0.00234375,14,0,425,6909.8812435089685,1,0.0
124,14448.052705455542,0.00234375,14,0,425,6954.995142595313,1,0.0
125,14564.852638767923,0.00234375,14,0,425,7000.066687618809,1,0.0
126,14681.607521662527,0.00234375,14,0,425,7045.117105397149,1,0.0
127,14798.317385363705,0.00234375,14,0,425,7090.136298822251,1,0.0
128,14914.982274683209,0.00234375,14,0,425,7135.110680496356,1,0.0
129,15031.40223438777,0.00234375,18,0,425,7180.040295438654,1,0.0
130,15147.777309199146,0.00234375,18,0,425,7224.925188623527,1,0.0
131,15264.107543063461,0.00234375,18,0,425,7269.766135685483,1,0.0
132,15380.392961343361,0.00234375,18,0,425,7314.581720099631,1,0.0
133,15496.633608625949,0.00234375,18,0,425,7359.35271741181,1,0.0
134,15612.829529453511,0.00234375,18,0,425,7404.079172437604,1,0.0
135,15728.980768323563,0.00234375,18,0,425,7448.761129948011,1,0.0
136,15845.087369688894,0.00234375,18,0,425,7493.398634669487,1,0.0
137,15961.14937795761,0.00234375,18,0,425,7537.991731283987,1,0.0
138,16077.166835682689,0.00234375,18,0,425,7582.542274922052,1,0.0
139,16193.139768993498,0.00234375,18,0,425,7627.0666891907085,1,0.0
140,16309.068222164366,0.00234375,18,0,425,7671.546829133535,1,0.0
141,16424.95223942509,0.00234375,18,0,425,7715.982739274946,1,0.0
142,16540.791864960993,0.00234375,18,0,425,7760.374464095084,1,0.0
143,16656.587142912962,0.00234375,18,0,425,7804.722048029851,1,0.0
144,16772.33811737749,0.00234375,18,0,425,7849.025535470982,1,0.0
145,16888.044832406726,0.00234375,18,0,425,7893.284970766054,1,0.0
146,17003.707332008507,0.00234375,18,0,425,7937.500398218557,1,0.0
147,17119.32566014642,0.00234375,18,0,425,7981.671862087928,1,0.0
148,17234.89986073983,0.00234375,18,0,425,8025.799406589592,1,0.0
149,17350.329977663936,0.00234375,20,0,425,8069.883075895012,1,0.0
150,17465.716054749806,0.00234375,20,0,425,8113.922914131734,1,0.0
151,17581.058135784424,0.00234375,20,0,425,8157.918965383428,1,0.0
152,17696.356264510734,0.00234375,20,0,425,8201.87127368993,1,0.0
153,17811.610484627687,0.00234375,20,0,425,8245.779883047297,1,0.0
154,17926.820839790278,0.00234375,20,0,425,8289.644837407828,1,0.0
155,18041.987373609598,0.00234375,20,0,425,8333.46618068014,1,0.0
156,18157.11012965287,0.00234375,20,0,425,8377.243956729184,1,0.0
157,18272.189151443494,0.00234375,20,0,425,8420.978209376304,1,0.0
158,18387.224482461093,0.00234375,20,0,425,8464.668982399275,1,0.0
159,18502.21616614156,0.00234375,20,0,425,8508.31631953235,1,0.0
160,18617.164245877095,0.00234375,20,0,425,8551.920264466304,1,0.0
161,18732.068765016247,0.00234375,20,0,425,8595.480860848475,1,0.0
162,18846.929766863963,0.00234375,20,0,425,8638.998152282804,1,0.0
163,18961.747294681634,0.00234375,20,0,425,8682.47218232989,1,0.0
164,19076.52139168713,0.00234375,20,0,425,8725.902994507022,1,0.0
165,19191.25210105484,0.00234375,20,0,425,8769.29063228823,1,0.0
166,19305.939465915737,0.00234375,20,0,425,8812.63513910433,1,0.0
167,19420.583529357395,0.00234375,20,0,425,8855.936558342959,1,0.0
168,19535.184334424044,0.00234375,20,0,425,8899.194933348619,1,0.0
169,19649.74192411662,0.00234375,20,0,425,8942.410307422735,1,0.0
170,19764.256341392796,0.00234375,20,0,425,8985.582723823678,1,0.0
171,19878.72762916703,0.00234375,20,0,425,9028.712225766827,1,0.0
172,19993.155830310607,0.00234375,20,0,425,9071.798856424592,1,0.0
173,20107.54098765168,0.00234375,20,0,425,9114.842658926478,1,0.0
174,20221.88314397532,0.00234375,20,0,425,9157.843676359116,1,0.0
175,20336.182342023552,0.00234375,20,0,425,9200.80195176631,1,0.0
176,20450.438624495404,0.00234375,20,0,425,9243.717528149074,1,0.0
177,20564.65203404694,0.00234375,20,0,425,9286.590448465684,1,0.0
178,20678.822613291308,0.00234375,20,0,425,9329.420755631721,1,0.0
179,20792.950404798787,0.00234375,20,0,425,9372.2084925201,1,0.0
180,20907.035451096825,0.00234375,20,0,425,9414.953701961129,1,0.0
181,21021.077794670084,0.00234375,20,0,425,9457.656426742547,1,0.0
182,21135.077477960473,0.00234375,20,0,425,9500.316709609562,1,0.0
183,21249.03454336721,0.00234375,20,0,425,9542.934593264898,1,0.0
184,21362.949033246838,0.00234375,20,0,425,9585.51012036884,1,0.0
185,21476.8209899133,0.00234375,20,0,425,9628.04333353927,1,0.0
186,21590.650455637948,0.00234375,20,0,425,9670.534275351716,1,0.0
187,21704.43747264961,0.00234375,20,0,425,9712.982988339389,1,0.0
188,21818.182083134616,0.00234375,20,0,425,9755.389514993236,1,0.0
189,21931.884329236855,0.00234375,20,0,425,9797.753897761962,1,0.0
190,22045.544253057804,0.00234375,20,0,425,9840.076179052103,1,0.0
191,22159.161896656577,0.00234375,20,0,425,9882.356401228037,1,0.0
192,22272.737302049965,0.00234375,20,0,425,9924.594606612043,1,0.0
193,22386.270511212482,0.00234375,20,0,425,9966.790837484346,1,0.0
194,22499.7615660764,0.00234375,20,0,425,10008.945136083152,1,0.0
195,22613.210508531793,0.00234375,20,0,425,10051.057544604688,1,0.0
196,22726.61738042659,0.00234375,20,0,425,10093.12810520326,1,0.0
197,22839.982223566596,0.00234375,20,0,425,10135.156859991266,1,0.0
198,22953.305079715556,0.00234375,20,0,425,10177.143851039276,1,0.0
199,23064.29099059518,0.0025,20,0,426,10219.08912037604,1,1.0
200,23181.509997782647,0.0025,20,0,426,10260.992812530185,1,0.0
201,23298.68709373731,0.0025,20,0,426,10302.904045337327,1,0.0
202,23415.822310236013,0.0025,20,0,426,10344.783501295562,1,0.0
203,23532.915689132722,0.0025,20,0,426,10386.621103289737,1,0.0
204,23649.96726889829,0.0025,20,0,426,10428.420234432582,1,0.0
205,23766.97707238559,0.0025,20,0,426,10470.19651270097,1,0.0
206,23883.945123581674,0.0025,20,0,426,10511.948803915671,1,0.0
207,24000.871464173215,0.0025,20,0,426,10553.659408458778,1,0.0
208,24117.75609799204,0.0025,20,0,426,10595.366181172822,1,0.0
209,24234.559089795704,0.0025,20,0,428,10637.008196337994,1,0.0
210,24351.320441356587,0.0025,20,0,428,10678.648439115495,1,0.0
211,24468.04015882625,0.0025,20,0,428,10720.28253033688,1,0.0
212,24584.718246506272,0.0025,20,0,428,10761.912319976924,1,0.0
213,24701.35465885537,0.0025,20,0,428,10803.587650903411,1,0.0
