step,energy,avg_error,long_links,self_aware,total_activity,total_weights,generation,perception_conflict
0,304.2387057161197,0.0,0,0,403,1701.2942838803403,1,0.0
1,337.6269541751644,0.016666529588851845,0,0,395,1708.4182350374872,1,1.0
2,374.8045874774174,0.02128258325419018,0,0,405,1719.315228688521,1,1.0
3,420.9076427611763,0.024029813404678458,0,0,408,1733.7175658554372,1,1.0
4,459.9486085050592,0.034685658114728846,0,0,410,1751.3033524215782,1,1.0
5,498.94900172337776,0.0410343821411866,0,0,411,1772.3289814540935,1,1.0
6,538.8870946763858,0.042248664810164586,0,0,413,1796.9536109096257,1,1.0
7,577.7783279796935,0.0422736199840215,0,0,414,1824.521866072198,1,1.0
8,611.6188625273941,0.04285124654789415,0,0,415,1854.718226393455,1,1.0
9,650.3461467928338,0.04410623875645654,4,0,409,1887.1756176969184,1,1.0
10,686.0003251615007,0.043542749043221855,4,0,411,1922.030846142043,1,1.0
11,723.6163265717975,0.044135310576596316,4,0,411,1958.933240958834,1,1.0
12,764.1950917095866,0.04340552240312767,4,0,411,1997.7700557787532,1,1.0
13,796.71448288471,0.041947011049515225,4,0,412,2038.3101885313285,1,1.0
14,834.1899145421895,0.041979111653521826,4,0,412,2080.3254905095473,1,1.0
15,872.6202216587795,0.043144994819421204,4,0,412,2123.629559179206,1,1.0
16,910.0069230950705,0.04374152221313947,4,0,412,2167.969967657678,1,1.0
17,943.3521431919501,0.04223717379131833,4,0,412,2213.1135780584304,1,1.0
18,983.6335576946262,0.04148259304550771,4,0,413,2258.8315388122273,1,0.9993927889099136
19,1016.6226457108625,0.04224801943645135,8,0,415,2305.23287167732,1,1.0
20,1048.5665863190065,0.042116777433122976,8,0,415,2352.1101981193915,1,1.0
21,1086.464058851118,0.04165508834571635,8,0,415,2399.331506137579,1,1.0
22,1117.3118074427846,0.04221123751907854,8,0,415,2446.8067564002095,1,1.0
23,1151.1111510996957,0.04299752317605202,8,0,415,2494.5481337601577,1,1.0
24,1187.8640054527225,0.043145163192202185,8,0,415,2542.476794615217,1,1.0
25,1217.5676194554826,0.0437294543657443,8,0,415,2590.552323869315,1,1.0
26,1248.2242487116932,0.04381904254207172,8,0,415,2638.7559102765817,1,1.0
27,1283.8328559690349,0.04379737696331397,8,0,415,2687.07150202455,1,1.0
28,1314.3899822391966,0.04482897769607227,8,0,415,2735.502350017002,1,1.0
29,1348.8587183407737,0.04571104505516201,8,0,417,2784.134798575854,1,1.0
30,1381.282020039268,0.045482416740976105,8,0,417,2832.835944774262,1,1.0
31,1415.6559258132838,0.04547742019634517,8,0,417,2881.5619732528794,1,1.0
32,1456.9798225419663,0.045859322342088116,8,0,417,2930.2952522168043,1,1.0
33,1489.2565441333861,0.045758655591288055,8,0,417,2979.0347432986036,1,1.0
34,1523.4857339332004,0.04532117319615867,8,0,417,3027.765523009501,1,1.0
35,1558.6670560797222,0.04466872355339189,8,0,417,3076.494554872685,1,1.0
36,1590.7969651965273,0.044783372166300454,8,0,417,3125.1998109718534,1,1.0
37,1620.8798982316357,0.044441841656004434,8,0,417,3173.8864436140693,1,1.0
38,1652.9133771473803,0.04432124508640421,8,0,417,3222.5472267113014,1,1.0
39,1692.8762101379527,0.04471907273129362,8,0,418,3271.1435743391294,1,1.0
40,1724.811112640434,0.044938174055514916,8,0,417,3319.7272748163696,1,1.0
41,1757.6767738941728,0.04531245982320903,8,0,418,3368.272928631247,1,1.0
42,1785.4938098429204,0.04569689339168765,8,0,418,3416.7797409256746,1,1.0
43,1816.2624040341673,0.046060074629806616,8,0,418,3465.2381219662007,1,1.0
44,1850.9852157948053,0.04581922217622628,8,0,418,3513.6660679401766,1,1.0
45,1882.6592282422503,0.04567882133236965,8,0,418,3562.051474219119,1,1.0
46,1920.2841205708885,0.04570753130377204,8,0,418,3610.4048523630836,1,1.0
47,1948.8601000184672,0.04586165760778335,8,0,418,3658.7099930316913,1,1.0
48,1981.3885550175137,0.04586000263109421,8,0,418,3706.9669445783193,1,1.0
49,2013.870325084474,0.04555058559133741,8,0,418,3755.1910179753745,1,1.0
50,2047.3030238160623,0.0454267601031016,8,0,418,3803.3777198425732,1,1.0
51,2080.686903372359,0.04543202433696347,8,0,418,3851.550393676665,1,1.0
52,2110.0216808969094,0.04562149634727053,8,0,418,3899.675071361646,1,1.0
53,2142.3122064499435,0.04509566232155551,8,0,418,3947.75180107019,1,1.0
54,2177.779918293084,0.04517843544753827,8,0,418,3995.7830359282175,1,0.7543080605012283
55,2218.970288735504,0.04541552473777975,8,0,418,4043.7840140099706,1,1.0
56,2255.1146007940893,0.04531187571891892,8,0,418,4091.737188347931,1,1.0
57,2285.2096277446967,0.04544967828403218,8,0,418,4139.642606943074,1,1.0
58,2325.257136535253,0.045525258600429094,8,0,418,4187.500317748573,1,1.0
59,2363.2570981298336,0.045554510415290864,8,0,418,4235.31036866985,1,1.0
60,2394.978858537304,0.04573080598467403,8,0,418,4283.072807564611,1,0.8459071861900064
61,2424.8842395097695,0.045611171257759014,8,0,418,4330.7876822429125,1,1.0
62,2452.742445698048,0.045417148103520696,8,0,418,4378.45504046719,1,1.0
63,2481.5527391764895,0.04527494135289874,8,0,418,4426.074929952319,1,1.0
64,2513.3145023171583,0.04528201039472409,8,0,418,4473.663416423882,1,1.0
65,2540.028912001169,0.04525982911668751,8,0,418,4521.208511385318,1,1.0
66,2573.6955801274944,0.04527469632259961,8,0,418,4568.706280483342,1,1.0
67,2603.316116129416,0.045095248849502195,8,0,418,4616.156771263046,1,1.0
68,2641.889562552092,0.04487554177952303,8,0,418,4663.5600312221995,1,1.0
69,2676.395584824772,0.044663265398224745,8,0,419,4710.976107811293,1,1.0
70,2707.85148732943,0.04484442319669739,8,0,419,4758.344948433587,1,1.0
71,2744.2614575116354,0.04482758638689953,8,0,419,4805.6666005051575,1,1.0
72,2776.6240860114854,0.04482041243026027,8,0,419,4852.941111394845,1,1.0
73,2810.9409477440486,0.04461604726393352,8,0,419,4900.168528424305,1,1.0
74,2840.209151103877,0.04461273474773846,8,0,419,4947.359879316608,1,1.0
75,2874.43123802529,0.044473070893854036,8,0,419,4994.513250402044,1,1.0
76,2907.604692247444,0.044535252898555276,8,0,419,5041.619669320528,1,1.0
77,2938.7316731860224,0.044520682758325734,8,0,419,5088.679183225434,1,1.0
78,2969.8124891515504,0.04439917984350173,8,0,419,5135.691839223175,1,1.0
79,3001.843784957,0.04460000386755419,8,0,419,5182.65768437327,1,1.0
80,3033.8304417629665,0.044514377689558904,8,0,419,5229.5767656883745,1,1.0
81,3070.769817229366,0.04448071496971831,8,0,419,5276.449130134331,1,1.0
82,3102.6608345590616,0.044632494991056454,8,0,419,5323.274824630223,1,1.0
83,3132.504616097148,0.04483503265370438,8,0,419,5370.053896048414,1,1.0
84,3168.3042800761514,0.04472516518505727,8,0,419,5416.786391214598,1,1.0
85,3201.056509013566,0.04470495462219415,8,0,419,5463.472356907848,1,1.0
86,3232.7611269215977,0.04479688067335261,8,0,419,5510.111839860658,1,1.0
87,3266.4188418530616,0.044921936776714105,8,0,419,5556.704886758995,1,1.0
88,3298.032504403608,0.04476392683667288,8,0,419,5603.25154424234,1,1.0
89,3333.577629371509,0.04483645955319996,8,0,420,5649.745844966662,1,1.0
90,3368.0753126123795,0.04501377501887828,8,0,420,5696.219542436599,1,1.0
91,3404.5278891782837,0.04504252302123687,8,0,420,5742.657574972634,1,1.0
92,3436.9329661985475,0.04518458847828166,8,0,420,5789.097518683406,1,1.0
93,3471.2907098845158,0.045422834440023575,8,0,420,5835.498343143726,1,1.0
94,3503.603022429847,0.04555737444863755,8,0,420,5881.867041142998,1,1.0
95,3538.8715974505444,0.04541984181780558,8,0,420,5928.189555113781,1,1.0
96,3570.092248430823,0.04545500719043937,8,0,420,5974.4659314247765,1,1.0
97,3603.2681129995344,0.045342120881368984,8,0,420,6020.696216398496,1,1.0
98,3632.396210582769,0.04539138839309648,8,0,420,6066.880456311316,1,1.0
99,3673.4138897295384,0.04787246016467311,8,0,422,6112.970996675285,1,1.0
100,3706.411889413981,0.048164215209264685,8,0,422,6159.082765111116,1,1.0
101,3738.3624073454553,0.048262102366682366,8,0,422,6205.169891033742,1,1.0
102,3773.2654199669987,0.04852963012546721,8,0,422,6251.260631810047,1,1.0
103,3811.121833039836,0.04883080610662335,8,0,422,6297.348016965287,1,1.0
104,3844.9324822664025,0.04865128550260983,8,0,422,6343.415075778079,1,1.0
105,3883.6991672182253,0.048310353440311794,8,0,422,6389.446568572782,1,1.0
106,3917.418773845311,0.048309802849017064,8,0,422,6435.4454427448045,1,1.0
107,3950.0734421711013,0.0482759405982753,8,0,423,6481.425466096878,1,1.0
108,3986.681070036372,0.048293901652149994,8,0,423,6527.445298284514,1,1.0
109,4020.221902574343,0.04831784792073467,8,0,424,6573.3878824800195,1,1.0
110,4059.717694716732,0.04842731416416183,8,0,424,6619.322409985711,1,1.0
111,4100.165123285295,0.048651685640802474,8,0,424,6665.262367926309,1,1.0
112,4141.56617732603,0.049079996750119446,8,0,424,6711.198041739251,1,1.0
113,4183.921859058984,0.049566096903547796,8,0,424,6757.1586291664935,1,1.0
114,4224.232954694443,0.04971940694009896,8,0,424,6803.128412165066,1,1.0
115,4258.499442269423,0.049555785273746815,8,0,424,6849.085317452764,1,1.0
116,4291.720282046906,0.04943702932761312,8,0,424,6895.019185927197,1,1.0
117,4322.896124088671,0.049595146149105325,8,0,424,6940.910464957267,1,1.0
118,4356.025564017717,0.04969321977412653,8,0,424,6986.789320741193,1,1.0
119,4388.110289350509,0.04939021572131147,8,0,424,7032.625595650102,1,1.0
120,4427.147526351761,0.04942780839574484,8,0,424,7078.4378782677,1,1.0
121,4461.140263602799,0.0494122217631227,8,0,424,7124.222653537864,1,1.0
122,4502.086010256187,0.049296916459057434,8,0,424,7169.961747719075,1,1.0
123,4545.984061405333,0.04931318588130634,8,0,424,7215.677947303288,1,1.0
124,4580.838696414617,0.04924621805555444,8,0,424,7261.365816615239,1,1.0
125,4618.647543727552,0.049077305217099416,8,0,424,7307.008142078307,1,1.0
126,4660.410997893916,0.049009908291463136,8,0,424,7352.604969380359,1,1.0
127,4702.128888307032,0.048973068848037184,8,0,424,7398.1567406848,1,1.0
128,4733.799252396879,0.0488312510266019,8,0,424,7443.682708546301,1,1.0
129,4773.325389986575,0.04858825056849189,10,0,424,7489.163315037714,1,1.0
130,4810.806071118517,0.04867319453096092,10,0,424,7534.607071701881,1,1.0
131,4841.242221207554,0.04860325115552023,10,0,424,7580.0170919856555,1,1.0
132,4877.634384860126,0.048267895253308504,10,0,424,7625.381887349671,1,1.0
133,4915.980207701655,0.048191094251888916,10,0,424,7670.701503203946,1,1.0
134,4952.279523879688,0.048357410239624574,10,0,424,7715.975984913281,1,1.0
135,4987.533337740663,0.048637156501856724,10,0,424,7761.205377797285,1,1.0
136,5019.742723576718,0.04857049296097268,10,0,424,7806.389727130445,1,1.0
137,5062.907748579019,0.04859534200464029,10,0,424,7851.545985984063,1,1.0
138,5095.028191556084,0.04848681881310145,10,0,424,7896.6683973070685,1,1.0
139,5135.102712466558,0.048256595536764264,10,0,424,7941.757887200825,1,1.0
140,5175.134329553951,0.047877613103554234,10,0,424,7986.8025142361475,1,1.0
141,5207.119027588441,0.047620995541273886,10,0,424,8031.802323502528,1,1.0
142,5242.058883903828,0.04734119696538282,10,0,424,8076.757360044594,1,1.0
143,5278.952990097819,0.047147042001456654,10,0,424,8121.66766886215,1,1.0
144,5318.803244578462,0.047116047303953155,10,0,424,8166.533294910235,1,1.0
145,5357.606642037994,0.04724726520727109,10,0,424,8211.354283099157,1,1.0
