step,region_0,region_1,region_2,region_3,region_4,region_5,region_6,region_7
134,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
135,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
136,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
137,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
138,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
139,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
140,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
141,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
142,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
143,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
144,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
145,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
146,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
147,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
148,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
149,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
150,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
151,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
152,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
153,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
154,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
155,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
156,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
157,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
158,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
159,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
160,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
161,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
162,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
163,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
164,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
165,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
166,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
167,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
168,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
169,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
170,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
171,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
172,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
173,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
174,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
175,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
176,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
177,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
178,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
179,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
180,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
181,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
182,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
183,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
184,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
185,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
186,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
187,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
188,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
189,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
190,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
191,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
192,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
193,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
194,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
195,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
196,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
197,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
198,79.6875,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,92.1875
199,81.25,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,93.75
200,81.25,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,93.75
201,81.25,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,93.75
202,81.25,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,93.75
203,81.25,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,93.75
204,81.25,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,93.75
205,81.25,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,93.75
206,81.25,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,93.75
207,81.25,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,93.75
208,81.25,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,93.75
209,81.25,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,93.75
210,81.25,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,93.75
211,81.25,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,93.75
212,81.25,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,93.75
213,81.25,89.0625,87.5,89.0625,92.1875,85.9375,89.0625,93.75
214,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
215,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
216,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
217,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
218,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
219,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
220,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
221,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
222,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
223,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
224,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
225,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
226,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
227,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
228,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
229,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
230,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
231,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
232,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
233,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
234,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
235,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
236,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
237,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
238,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
239,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
240,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
241,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
242,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
243,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
244,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
245,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
246,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
247,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
248,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
249,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
250,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
251,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
252,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
253,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
254,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
255,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
256,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
257,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
258,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
259,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
260,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
261,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
262,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
263,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
264,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
265,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
266,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
267,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
268,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
269,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
270,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
271,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
272,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
273,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
274,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
275,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
276,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
277,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
278,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
279,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
280,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
281,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
282,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
283,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
284,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
285,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
286,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
287,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
288,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
289,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
290,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
291,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
292,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
293,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
294,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
295,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
296,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
297,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
298,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
299,81.25,89.0625,89.0625,89.0625,92.1875,85.9375,89.0625,93.75
